rule_id,rule_level,http_method_post,status_code,url_length,bytes_sent,has_sqli_token,has_xss_token,has_cmd_token,has_traversal,has_encoded_chars,source_is_external,requests_per_min,failed_logins,hour_of_day,is_off_hours,label,attack_type
31101,1,0,304,22,4737,0,0,0,0,0,0,2.98,0,12,0,0,benign
31101,4,1,301,80,612,0,0,0,0,0,1,3.47,0,9,0,0,benign
31100,2,1,301,98,5257,0,0,0,0,0,1,0.81,0,20,1,0,benign
5712,14,0,200,28,5832,0,0,0,0,0,1,94.65,126,6,1,1,brute_force
31100,4,1,304,108,4260,0,0,0,0,0,0,4.86,1,7,1,0,benign
31101,4,0,200,15,1425,0,0,0,0,0,0,2.58,1,14,0,0,benign
100101,11,0,500,57,11028,1,0,0,0,0,1,3.81,1,1,1,1,sql_injection
0,2,1,301,15,1536,0,0,0,0,0,0,0.42,1,20,1,0,benign
31101,4,0,200,17,5713,0,0,0,0,0,0,0.92,0,4,1,0,benign
0,2,1,200,15,7711,0,0,0,0,0,0,4.95,0,18,0,0,benign
100110,13,0,200,28,3717,0,0,0,0,0,1,180.69,329,2,1,1,brute_force
31101,1,0,304,15,223,0,0,0,0,0,0,1.13,0,0,1,0,benign
0,1,1,304,15,5902,0,0,0,0,0,0,0.41,0,9,0,0,benign
100100,10,0,200,53,4360,1,0,0,0,1,1,2.11,0,18,0,1,sql_injection
31101,0,0,301,22,3092,0,0,0,0,0,1,2.77,0,8,0,0,benign
100111,14,0,200,28,12599,0,0,0,0,0,1,199.57,452,20,1,1,brute_force
31100,1,1,200,15,3243,0,0,0,0,0,0,3.9,0,20,1,0,benign
31101,3,0,200,15,3153,0,0,0,0,0,0,2.63,0,23,1,0,benign
31103,14,0,500,59,5080,1,0,0,0,1,1,4.37,0,23,1,1,sql_injection
0,0,1,304,17,743,0,0,0,0,0,0,2.16,0,18,0,0,benign
31103,14,0,500,59,14102,1,0,0,0,1,1,3.66,1,5,1,1,sql_injection
31101,10,0,302,28,3752,0,0,0,0,0,1,9.97,1,0,1,1,xss
100111,10,0,200,28,13238,0,0,0,0,0,0,280.68,82,21,1,1,brute_force
31101,1,1,301,25,3848,0,0,0,0,0,0,3.9,1,3,1,0,benign
0,2,0,301,17,5687,0,0,0,0,0,0,1.52,0,13,0,0,benign
100140,12,0,200,53,12548,0,0,1,1,0,1,7.38,0,17,0,1,file_inclusion
31100,1,0,304,6,596,0,0,0,0,0,0,4.9,0,10,0,0,benign
31100,7,1,200,15,5947,0,0,0,0,0,1,0.98,1,11,0,0,benign
31100,3,0,200,15,2586,0,0,0,0,0,0,0.11,0,10,0,0,benign
31101,3,1,304,15,4660,0,0,0,0,0,1,3.96,0,21,1,0,benign
5712,10,0,200,28,4314,0,0,0,0,0,1,230.31,163,12,0,1,brute_force
5712,12,0,200,28,11517,0,0,0,0,0,1,165.19,301,22,1,1,brute_force
5712,13,0,200,28,9401,0,0,0,0,0,1,94.72,74,6,1,1,brute_force
0,2,1,200,23,937,0,0,0,0,0,0,3.16,0,17,0,0,benign
31100,0,1,200,22,6119,0,0,0,0,0,0,4.21,0,17,0,0,benign
31100,3,1,200,22,7602,0,0,0,0,0,0,3.33,0,22,1,0,benign
100110,11,0,200,28,14133,0,0,0,0,0,1,148.48,27,13,0,1,brute_force
100120,11,1,302,81,13649,0,1,0,0,1,1,7.79,0,17,0,1,xss
100140,11,0,200,64,13420,0,0,0,0,0,1,1.06,0,22,1,1,file_inclusion
31100,3,1,304,6,2155,0,0,0,0,0,0,2.58,0,11,0,0,benign
31101,3,1,304,17,5476,0,0,0,0,0,0,3.14,0,4,1,0,benign
31101,4,1,200,22,1048,0,0,0,0,0,0,4.25,0,1,1,0,benign
31100,0,1,200,23,5698,0,0,0,0,0,0,2.92,1,2,1,0,benign
31101,11,0,302,81,13639,0,1,0,0,1,1,7.88,0,23,1,1,xss
100130,13,1,200,62,13591,0,0,1,0,1,1,7.02,0,5,1,1,command_injection
31101,10,1,302,28,14628,0,0,0,0,0,1,8.88,0,23,1,1,xss
31101,7,0,200,22,517,0,0,0,0,0,0,3.47,1,17,0,0,benign
31100,0,0,200,15,3835,0,0,0,0,0,0,0.57,0,10,0,0,benign
100130,13,1,200,51,13549,0,0,1,0,1,1,8.74,1,19,1,1,command_injection
100100,11,0,500,53,12698,1,0,0,0,1,1,4.34,1,1,1,1,sql_injection
31101,0,1,200,6,6670,0,0,0,0,0,0,0.16,0,6,1,0,benign
31101,1,1,200,22,4958,0,0,0,0,0,1,1.66,0,13,0,0,benign
5712,13,0,200,28,5611,0,0,0,0,0,1,120.43,389,10,0,1,brute_force
31101,8,0,200,49,13035,0,1,0,0,0,1,7.22,0,11,0,1,xss
0,3,0,200,15,3771,0,0,0,0,0,0,1.92,0,7,1,0,benign
100100,14,0,200,59,10983,1,0,0,0,1,0,8.65,1,7,1,1,sql_injection
31100,4,1,304,17,5243,0,0,0,0,0,0,4.21,0,20,1,0,benign
5712,14,0,200,28,4866,0,0,0,0,0,1,141.82,173,20,1,1,brute_force
31101,3,1,304,15,5913,0,0,0,0,0,0,0.17,0,14,0,0,benign
100121,10,0,200,49,4069,0,1,0,0,0,1,9.37,0,10,0,1,xss
31101,0,0,200,64,4441,0,0,0,0,0,0,4.87,0,4,1,0,benign
100140,11,0,500,53,1010,0,0,1,1,0,1,8.85,0,15,0,1,file_inclusion
31101,2,1,301,6,2479,0,0,0,0,0,0,1.34,0,23,1,0,benign
100111,10,0,200,28,367,0,0,0,0,0,1,272.43,57,9,0,1,brute_force
0,4,0,200,15,7786,0,0,0,0,0,0,2.23,1,2,1,0,benign
0,0,0,200,23,1687,0,0,0,0,0,0,1.96,0,4,1,0,benign
31100,0,1,200,6,4726,0,0,0,0,0,0,0.36,1,17,0,0,benign
100130,13,1,200,62,342,0,0,1,0,1,1,8.95,0,14,0,1,command_injection
100100,12,0,200,57,2779,1,0,0,0,0,1,6.29,0,22,1,1,sql_injection
31101,1,0,200,15,3481,0,0,0,0,0,0,4.95,0,4,1,0,benign
31103,13,0,200,59,839,1,0,0,0,1,1,0.92,1,20,1,1,sql_injection
0,2,0,301,15,1180,0,0,0,0,0,0,1.52,0,11,0,0,benign
31100,3,0,304,15,7776,0,0,0,0,0,0,1.79,0,9,0,0,benign
0,0,0,304,22,1588,0,0,0,0,0,0,0.28,0,8,0,0,benign
31101,2,0,200,22,930,0,0,0,0,0,0,3.61,0,7,1,0,benign
31100,4,1,301,23,2765,0,0,0,0,0,0,3.25,1,14,0,0,benign
5712,14,0,200,28,5308,0,0,0,0,0,1,85.58,62,12,0,1,brute_force
31100,3,1,200,6,265,0,0,0,0,0,0,0.89,0,21,1,0,benign
100130,12,1,200,51,10757,0,0,1,0,1,1,4.7,1,15,0,1,command_injection
31101,2,1,301,49,4337,0,0,0,0,0,0,3.21,0,9,0,0,benign
100101,14,0,500,50,1808,1,0,0,0,0,1,9.51,0,5,1,1,sql_injection
100100,14,0,200,57,11635,1,0,0,0,0,1,6.28,1,22,1,1,sql_injection
31100,2,1,200,15,5905,0,0,0,0,0,0,2.52,0,11,0,0,benign
0,1,0,200,23,1835,0,0,0,0,0,0,3.31,0,6,1,0,benign
100140,11,0,500,64,11011,0,0,0,0,0,1,8.85,0,12,0,1,file_inclusion
31101,3,0,304,23,4656,0,0,0,0,0,0,2.65,0,23,1,0,benign
31100,4,0,301,17,6349,0,0,0,0,0,0,1.98,1,4,1,0,benign
31101,8,1,200,28,8563,0,0,0,0,0,1,2.91,1,5,1,1,xss
100121,11,1,200,28,2964,0,0,0,0,0,1,3.73,0,18,0,1,xss
31101,2,0,200,23,353,0,0,0,0,0,1,1.24,1,0,1,0,benign
0,1,1,200,22,6715,0,0,0,0,0,0,2.23,1,1,1,0,benign
0,4,0,200,23,2093,0,0,0,0,0,0,1.74,0,16,0,0,benign
31100,0,1,304,46,4963,0,0,0,0,0,0,0.94,1,1,1,0,benign
0,3,0,200,6,1002,0,0,0,0,0,0,2.79,1,6,1,0,benign
100140,12,0,500,53,2155,0,0,1,1,0,1,2.09,0,10,0,1,file_inclusion
100140,13,0,200,64,1482,0,0,0,0,0,1,7.68,0,12,0,1,file_inclusion
100121,12,0,200,81,4165,0,1,0,0,1,1,4.28,0,19,1,1,xss
31101,2,0,200,17,3512,0,0,0,0,0,0,3.52,0,10,0,0,benign
31101,0,1,200,22,5310,0,0,0,0,0,0,3.8,0,3,1,0,benign
0,9,1,304,15,6257,0,0,0,0,0,0,4.44,0,11,0,0,benign
0,1,1,200,15,2040,0,0,0,0,0,0,0.6,0,4,1,0,benign
100111,13,0,200,28,4181,0,0,0,0,0,1,186.6,337,22,1,1,brute_force
31101,2,1,200,6,5345,0,0,0,0,0,0,4.29,0,6,1,0,benign
31101,4,1,301,25,3836,0,0,0,0,0,0,3.26,0,7,1,0,benign
31100,8,1,200,23,5250,0,0,0,0,0,0,0.55,0,2,1,0,benign
31100,0,1,301,23,6272,0,0,0,0,0,0,4.94,0,6,1,0,benign
0,3,1,200,22,6122,0,0,0,0,0,0,0.73,1,15,0,0,benign
31101,4,0,200,25,5890,0,0,0,0,0,0,3.44,1,11,0,0,benign
100130,13,1,200,62,14633,0,0,1,0,1,1,7.85,0,1,1,1,command_injection
31101,4,1,200,15,7635,0,0,0,0,0,0,3.05,0,7,1,0,benign
31100,0,1,304,22,3500,0,0,0,0,0,0,2.89,0,12,0,0,benign
0,0,0,200,15,7821,0,0,0,0,0,0,0.48,0,9,0,0,benign
0,7,0,301,25,2156,0,0,0,0,0,0,3.48,0,22,1,0,benign
31101,0,0,304,23,674,0,0,0,0,0,0,3.9,0,2,1,0,benign
31101,3,0,200,15,2763,0,0,0,0,0,0,0.32,0,11,0,0,benign
31100,3,1,200,15,4437,0,0,0,0,0,0,2.24,0,14,0,0,benign
31100,0,0,301,15,1138,0,0,0,0,0,0,4.03,0,14,0,0,benign
100140,11,0,200,64,5435,0,0,0,0,0,1,3.55,1,23,1,1,file_inclusion
31101,1,1,301,17,2536,0,0,0,0,0,0,3.51,1,9,0,0,benign
31100,0,1,304,22,2202,0,0,0,0,0,0,2.1,0,1,1,0,benign
100100,6,0,200,59,2420,1,0,0,0,1,1,4.38,1,16,0,1,sql_injection
31101,4,1,200,15,1456,0,0,0,0,0,0,2.56,0,4,1,0,benign
31101,4,1,200,17,1829,0,0,0,0,0,0,2.03,0,16,0,0,benign
100111,10,0,200,28,2886,0,0,0,0,0,1,75.1,492,4,1,1,brute_force
31100,3,0,301,15,4850,0,0,0,0,0,0,3.18,0,19,1,0,benign
100140,13,0,200,53,2411,0,0,1,1,0,1,0.69,1,2,1,1,file_inclusion
31108,13,1,200,51,14418,0,0,1,0,1,1,5.75,1,10,0,1,command_injection
0,2,0,200,23,4243,0,0,0,0,0,0,4.05,0,9,0,0,benign
31100,4,0,304,15,5713,0,0,0,0,0,0,2.8,0,18,0,0,benign
31101,2,0,200,22,4702,0,0,0,0,0,0,1.31,0,13,0,0,benign
31101,8,0,200,81,10450,0,1,0,0,1,1,0.72,0,18,0,1,xss
0,2,1,200,25,2702,0,0,0,0,0,0,1.9,1,0,1,0,benign
100101,12,0,500,59,6862,1,0,0,0,1,0,7.76,1,8,0,1,sql_injection
0,2,0,301,17,5213,0,0,0,0,0,0,3.31,0,11,0,0,benign
0,1,1,200,23,6508,0,0,0,0,0,0,1.48,0,9,0,0,benign
0,0,1,301,42,974,0,0,0,0,0,0,3.34,0,12,0,0,benign
31100,2,0,301,17,7731,0,0,0,0,0,0,3.52,1,22,1,0,benign
31100,3,1,304,15,4912,0,0,0,0,0,0,1.13,0,1,1,0,benign
0,0,0,301,15,6324,0,0,0,0,0,0,4.06,0,8,0,0,benign
31103,12,0,200,59,1297,1,0,0,0,1,1,3.94,0,16,0,1,sql_injection
0,3,0,200,25,7445,0,0,0,0,0,0,4.06,0,21,1,0,benign
0,3,1,200,15,5581,0,0,0,0,0,0,2.5,0,7,1,0,benign
31100,10,1,200,25,3112,0,0,0,0,0,0,3.0,1,12,0,0,benign
100130,14,1,200,62,11367,0,0,1,0,1,1,7.38,0,6,1,1,command_injection
31100,3,1,301,6,2462,0,0,0,0,0,0,2.5,1,4,1,0,benign
31100,4,1,200,22,1779,0,0,0,0,0,0,1.72,1,3,1,0,benign
0,1,1,301,23,6666,0,0,0,0,0,0,1.44,0,15,0,0,benign
31103,12,0,200,53,13267,1,0,0,0,1,1,7.74,1,1,1,1,sql_injection
31101,0,0,200,15,663,0,0,0,0,0,0,3.48,0,10,0,0,benign
0,0,1,200,17,6936,0,0,0,0,0,0,4.32,1,13,0,0,benign
31108,13,1,200,62,9046,0,0,1,0,1,1,0.72,0,13,0,1,command_injection
31120,12,0,500,64,9148,0,0,0,0,0,1,9.6,0,18,0,1,file_inclusion
31100,4,1,200,15,4907,0,0,0,0,0,0,3.62,0,17,0,0,benign
0,4,0,304,6,1403,0,0,0,0,0,0,0.92,0,8,0,0,benign
31100,4,0,200,17,3389,0,0,0,0,0,0,4.8,1,19,1,0,benign
100100,13,0,200,50,3436,1,0,0,0,0,1,1.46,0,23,1,1,sql_injection
100110,14,0,200,28,13392,0,0,0,0,0,1,185.11,252,20,1,1,brute_force
31101,1,1,304,6,6623,0,0,0,0,0,0,3.18,0,7,1,0,benign
100140,11,0,500,64,11006,0,0,0,0,0,1,8.92,1,3,1,1,file_inclusion
0,2,1,301,15,5738,0,0,0,0,0,0,1.85,0,10,0,0,benign
0,2,1,200,6,6621,0,0,0,0,0,0,4.64,1,6,1,0,benign
31100,0,0,200,17,5085,0,0,0,0,0,0,4.91,0,3,1,0,benign
31101,1,0,301,15,7354,0,0,0,0,0,0,0.97,1,5,1,0,benign
31120,12,0,500,53,11709,0,0,1,1,0,1,5.64,0,17,0,1,file_inclusion
5712,11,0,200,28,12591,0,0,0,0,0,1,146.71,107,23,1,1,brute_force
100140,13,0,500,53,6722,0,0,1,1,0,1,8.7,0,22,1,1,file_inclusion
31101,12,1,302,28,10630,0,0,0,0,0,1,9.35,1,7,1,1,xss
31100,3,1,200,15,6660,0,0,0,0,0,0,0.3,0,3,1,0,benign
100101,10,0,200,53,8342,1,0,0,0,1,1,6.1,0,2,1,1,sql_injection
31101,7,0,200,25,7176,0,0,0,0,0,0,2.35,0,7,1,0,benign
31101,3,1,200,15,526,0,0,0,0,0,1,3.05,1,20,1,0,benign
0,0,1,200,15,7956,0,0,0,0,0,0,4.67,0,16,0,0,benign
0,3,0,200,23,2379,0,0,0,0,0,0,3.6,1,9,0,0,benign
31101,8,0,200,81,9228,0,1,0,0,1,1,6.49,0,0,1,1,xss
31108,13,1,200,51,11582,0,0,1,0,1,1,4.22,1,6,1,1,command_injection
31101,9,0,302,28,4571,0,0,0,0,0,1,4.61,0,9,0,1,xss
